kategoria,nazwa,adres,teryt_gmina
przedszkole,"SAMORZĄDOWE PRZEDSZKOLE ""SŁONECZNE"" W IWANOWICACH","Jana Pawła II 3, 32-095 Iwanowice Włościańskie",1206032
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""AKUKU"" W KARTUZACH","Prokowska 28, 83-300 Kartuzy",2205024
przedszkole,NIEPUBLICZNE PRZEDSZKOLE W POMIECZYŃSKIEJ HUCIE,"Pomieczyńska Huta 18, 83-305 Pomieczyńska Huta",2205025
przedszkole,"PRZEDSZKOLE GMINNE ""GROMADKA MISIA USZATKA"" W RZGOWIE","Konińska 6, 62-586 Rzgów",3010082
przedszkole,PRZEDSZKOLE NIEPUBLICZNE „MAŁY ŚWIAT”,"Bohaterów Warszawy 6, 25-394 Kielce",2661011
przedszkole,PUBLICZNE PRZEDSZKOLE SIÓSTR NAZARETANEK IM. NAJŚWIĘTSZEJ RODZINY,"Nazaretańska 1, 30-685 Kraków-Podgórze",1261049
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""ZIARENKO""","Dekarzy 22, 30-414 Kraków-Podgórze",1261049
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W BUDZOWIE,"Budzów 225, 34-211 Budzów",1215032
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W BIEŃKÓWCE,"Bieńkówka 266, 34-212 Bieńkówka",1215032
przedszkole,GMINNE PRZEDSZKOLE W MROZACH,"Armii Krajowej 12, 05-320 Mrozy",1412124
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""TĘCZOWA KRAINA"" W LUBICZU DOLNYM","Dworcowa 11c, 87-162 Lubicz Dolny",0415042
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 1 W PCIMIU,"Pcim 1186, 32-432 Pcim",1209042
przedszkole,PRZEDSZKOLE PUBLICZNE NR 1 Z ODDZIAŁAMI INTEGRACYJNYMI,"Ożarowska 34, 05-850 Ożarów Mazowiecki",1432064
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""PRZYJACIELE KUBUSIA"" IZABELA EWA KACZMARCZYK","Ogólna 61, 82-300 Elbląg",2861011
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""AKADEMIA KRASNOLUDKÓW"" TERESA MAŁECKA","Macieja Kalenkiewicza 24, 82-300 Elbląg",2861011
przedszkole,PRZEDSZKOLE NR 1 IM. KUBUSIA PUCHATKA W SIERADZU,"Plac Wojewódzki 2, 98-200 Sieradz",1014011
przedszkole,PRZEDSZKOLE NR 2 IM. KRASNALA HAŁABAŁY W SIERADZU,"Rycerska 1, 98-200 Sieradz",1014011
przedszkole,PRZEDSZKOLE NR 3 IM. JANA BRZECHWY W SIERADZU,"Władysława Łokietka 27A, 98-200 Sieradz",1014011
przedszkole,"PRZEDSZKOLE NR 4 ""SŁONECZNE PRZEDSZKOLE W SIERADZU","marsz. Józefa Piłsudskiego 5a, 98-200 Sieradz",1014011
przedszkole,PRZEDSZKOLE NR 5IM. MISIA USZATKAW SIERADZU,"Jana Pawła II 41, 98-200 Sieradz",1014011
przedszkole,"PRZEDSZKOLE NR 6 Z ODDZIAŁAMI INTEGRACYJNYMI IM. ""JASIA I MAŁGOSI"" W SIERADZU","Zajęcza 1, 98-200 Sieradz",1014011
przedszkole,PRZEDSZKOLE NR 15 W SIERADZU,"Marcina Stacheckiego-Koliby 3, 98-200 Sieradz",1014011
przedszkole,PRZEDSZKOLE NIEPUBLICZNEZGROMADZENIA SIÓSTR URSZULANEK SJK IM.ŚW. URSZULI LEDÓCHOWSKIEJ W SIERADZU,"Krakowskie Przedmieście 123, 98-200 Sieradz",1014011
przedszkole,ZESPÓŁ SZKÓŁ GMINNYCH IM. ADAMA MICKIEWCZA W BACZKOWIE PRZEDSZKOLE W BACZKOWIE,"Baczków 295, 32-708 Baczków",1201022
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""GENESIS""","Leśna 21, 43-600 Jaworzno",2468011
przedszkole,II NIEPUBLICZNE PRZEDSZKOLE MŁODYCH TALENTÓW 100 BAJEK,"aleja marsz. Józefa Piłsudskiego 86, 43-600 Jaworzno",2468011
przedszkole,"PRZEDSZKOLE ""TĘCZA"" W MISZEWIE MUROWANYM W ZESPOLE PLACÓWEK OŚWIATOWYCH W NOWYM MISZEWIE","Południowa 11, 09-470 Miszewo Murowane",1419025
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""SŁONECZNA PIĄTKA"" W DZIERŻONIOWIE","Świdnicka 41, 58-200 Dzierżoniów",0202021
przedszkole,PRZEDSZKOLE SŁONECZNY KĄCIK,"Słoneczna 8, 64-200 Wolsztyn",3029034
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 2 W PCIMIU,"Pcim 564, 32-432 Pcim",1209042
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W JANOWCU WIELKOPOLSKIM,"Szkolna 2, 88-430 Janowiec Wielkopolski",0419034
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""U SMOKA CO BUJA W OBŁOKACH""","św. Bonifacego 106, 02-309 Mokotów",1465058
przedszkole,PRZEDSZKOLE W JUTROSINIE,"Adama Mickiewicza 9, 63-930 Jutrosin",3022024
przedszkole,PRZEDSZKOLE W DUBINIE,"Dubin 143, 63-930 Dubin",3022025
przedszkole,PRZEDSZKOLE W SZKARADOWIE,"Szkaradowo 193, 63-930 Szkaradowo",3022025
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE INTEGRACYJNE JĘZYKOWO-MUZYCZNE ""DRUŻYNA TYGRYSKA""","Bekasów 43a, 02-803 Ursynów",1465138
przedszkole,PRZEDSZKOLE PUBLICZNE NR2 MAGICZNY OGRÓD,"Poznańska 135, 05-850 Ożarów Mazowiecki",1432064
przedszkole,PRZEDSZKOLE PUBLICZNE W CHYNOWIE,"Główna 52, 05-650 Chynów",1406032
przedszkole,PUBLICZNE PRZEDSZKOLE W TUCZNIE UL. WOLNOŚCI 3 78-640 TUCZNO,"Wolności 3, 78-640 Tuczno",3217044
przedszkole,ZESPÓŁ SZKÓŁ GMINNYCH IM. BOHATERÓW WESTERPLATTE W SIEDLCU GMINNE PRZEDSZKOLE W SIEDLCU,"Siedlec 143, 32-744 Siedlec",1201022
przedszkole,ZESPÓŁ SZKÓŁ GMINNYCH IM. HENRYKA SIENKIEWICZA W STANISŁAWICACH GMINNE PRZEDSZKOLE W STANISŁAWICACH,"Stanisławice 306, 32-015 Stanisławice",1201022
przedszkole,PUBLICZNE PRZEDSZKOLE W GOSZCZANOWIE,"Kaliska 5, 98-215 Goszczanów",1014062
przedszkole,PRZEDSZKOLE PUBLICZNE W BRONISZACH,"Kwiatowa 13, 05-850 Bronisze",1432065
przedszkole,PRZEDSZKOLE WALDORFSKIE,"Królowej Jadwigi 327, 30-234 Kraków-Krowodrza",1261029
przedszkole,PUBLICZNE PRZEDSZKOLE W BUCHCICACH,"Buchcice 41, 33-170 Buchcice",1216105
przedszkole,PRZEDSZKOLE NIEPUBLICZNE JAGÓDKA,"Konwaliowa 38, 03-194 Białołęka",1465038
przedszkole,PRZEDSZKOLE PUBLICZNE W JÓZEFOWIE,"Kasztanowa 12, 05-860 Józefów",1432065
przedszkole,NIEPUBLICZNE PRZEDSZKOLE FANTAZJA,"Zielona 2a, 32-082 Bolechowice",1206162
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""ZACZAROWANE PRZEDSZKOLE""","Emila Szramka 3, 41-705 Ruda Śląska",2472011
przedszkole,PRYWATNE PRZEDSZKOLE SMERFIKI W BOLESŁAWCU,"Jana Pawła II 20a, 59-700 Bolesławiec",0201011
przedszkole,"ZESPÓŁ PLACÓWEK EDUKACYJNYCH PRZEDSZKOLE SPECJALNE NR 11 DLA DZIECI Z NIEPEŁNOSPRAWNOŚCIĄ RUCHOWĄ, NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ, NIEPEŁNOSPRAWNOŚCIAMI SPRZĘŻONYMI I Z AUTYZMEM W OLSZTYNIE","Edwarda Turowskiego 1, 10-685 Olsztyn",2862011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W STAREJ KISZEWIE,"Kościerska 50, 83-430 Stara Kiszewa",2206082
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""KUBUŚ PUCHATEK I PRZYJACIELE"" MAGDALENA SZYMAŃSKA","Marii Konopnickiej 14, 62-030 Luboń",3021011
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""TAJEMNICZA WYSPA""","Mikołaja Kopernika 4, 62-030 Luboń",3021011
przedszkole,PRZEDSZKOLE PUBLICZNE W TUCHOWIE,"Szpitalna 2, 33-170 Tuchów",1216104
przedszkole,PUBLICZNE PRZEDSZKOLE IM. JANUSZA KORCZAKA W MESZNEJ OPACKIEJ,"Meszna Opacka 110, 33-170 Meszna Opacka",1216105
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""DOMISIE""","Wschodnia 21, 60-030 Luboń",3021011
przedszkole,GMINNE PRZEDSZKOLE IM. JANA BRZECHWY,"Cukrowni 15C, 22-302 Siennica Nadolna",0606052
przedszkole,PUBLICZNE PRZEDSZKOLE,"Krupe 89, 22-302 Krupe",0606052
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""SŁONECZNA CHATKA""","Łużycka 11, 41-902 Bytom",2462011
przedszkole,NIEPUBLICZNE PRZEDSZKOLE KATOLICKIE IM. BŁ. FRANCISZKI SIEDLISKIEJ W ELBLĄGU,"Generała Józefa Bema 79, 82-300 Elbląg",2861011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W KRZCZONOWIE IM. HENRYKA SIENKIEWICZA,"Krzczonów 82, 32-435 Krzczonów",1209082
przedszkole,SAMORZĄDOWE PUBLICZNE PRZEDSZKOLE W PORAJU LEŚNE SKRZATY 42-360 PORAJ UL.JASNA 14,"Jasna 14, 42-360 Poraj",2409042
przedszkole,"SAMORZĄDOWE PRZEDSZKOLE PUBLICZNE W ŻARKACH-LETNISKU ""MALI ODKRYWCY""","Cicha 12 B, 42-311 Żarki-Letnisko",2409042
przedszkole,PRZEDSZKOLE MIEJSKIE NR 6 TĘCZOWA SZÓSTKA,"Władysława Broniewskiego 3, 05-120 Legionowo",1408011
przedszkole,PRZEDSZKOLE MIEJSKIE INTEGRACYJNE NR 5 IM. MISIA USZATKA W LEGIONOWIE,"Kwiatowa 80, 05-120 Legionowo",1408011
przedszkole,"PRZEDSZKOLE MIEJSKIE NR 9 ,,AKADEMIA PRZYGODY''","Królowej Jadwigi 11, 05-120 Legionowo",1408011
przedszkole,NIEPUBLICZNE RADOSNE PRZEDSZKOLE W GRALEWIE,"Krótka 90, 66-431 Gralewo",0801062
przedszkole,PRZEDSZKOLE MIEJSKIE NR 10,"Władysława Broniewskiego 6, 05-120 Legionowo",1408011
przedszkole,GMINNE PRZEDSZKOLE IM. DĘBOWEJ KRAINY W DĘBEM WIELKIM,"Strażacka 3, 05-311 Dębe Wielkie",1412052
przedszkole,PRZEDSZKOLE MIEJSKIE NR 12 IM. KRÓLA MACIUSIA,"Królowej Jadwigi 7, 05-120 Legionowo",1408011
przedszkole,"PUBLICZNE PRZEDSZKOLE ""FAMILJADEK""","Strzelecki 17, 50-224 Wrocław-Śródmieście",0264069
przedszkole,"PRZEDSZKOLE GMINNE ""PSZCZÓŁKA MAJA"" W PSZCZÓŁKACH","Szkolna 6, 83-032 Pszczółki",2204062
przedszkole,"PUBLICZNE PRZEDSZKOLE INTEGRACYJNE ""PROMYK SŁOŃCA""","Swobodna 8a, 50-088 Wrocław-Krzyki",0264039
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""CHATKA SKRZATKA""","Szkolna 68, 62-030 Luboń",3021011
przedszkole,PRZEDSZKOLE PUBLICZNE W ZABORZU,"Miarki 7, 43-520 Zaborze",2403052
przedszkole,PRZEDSZKOLE NIEPUBLICZNE „HAPPY DAYS”,"Krakowska 89, 25-701 Kielce",2661011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 8 IM. HENRYKA SIENKIEWICZA W BIAŁYMSTOKU,"Nowogródzka 5A, 15-489 Białystok",2061011
przedszkole,"ZESPÓŁ SZKOLNO – PRZEDSZKOLNY NR 1 W BIAŁYMSTOKU, PRZEDSZKOLE SAMORZĄDOWE NR 83 W BIAŁYMSTOKU","Strażacka 25, 15-687 Białystok",2061011
przedszkole,PRZEDSZKOLE NIEPUBLICZNE PIOTRUŚ PAN,"Piotrkowska 35b, 80-180 Gdańsk",2261011
przedszkole,PRZEDSZKOLE PUBLICZNE W CZERNICY,"Wrocławska 52, 55-003 Czernica",0223012
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""WIKI"" BOŻENA WEIS","Częstochowska 5, 82-300 Elbląg",2861011
przedszkole,PRZEDSZKOLE W PAKOSŁAWIU,"Parkowa 2, 63-920 Pakosław",3022042
przedszkole,PRZEDSZKOLE W CHOJNIE,"Chojno 6a, 63-921 Chojno",3022042
przedszkole,GMINNE PRZEDSZKOLE W ZBUCZYNIE,"Jana Pawła II 3, 08-106 Zbuczyn",1426132
przedszkole,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY PUBLICZNE SAMORZĄDOWE PRZEDSZKOLE IM. 100- LECIA ODZYSKANIA NIEPODLEGŁOŚCI W STRZEGOMIU,"Wacława Dąbrówki 3, 28-221 Strzegomek",2612062
przedszkole,PRZEDSZKOLE NR 2 ZGROMADZENIA SIÓSTR MIŁOSIERDZIA,"Warszawska 6, 31-155 Kraków-Śródmieście",1261059
przedszkole,PRZEDSZKOLE NIEPUBLICZNE „ZIELONA KRAINA”,"Krzyżowa 7, 58-112 Krzyżowa",0219072
przedszkole,PRZEDSZKOLE NIEPUBLICZNE SOKRATES,"Zakopiańska 37a, 80-139 Gdańsk",2261011
przedszkole,NIEPUBLICZNE PRZEDSZKOLE PARKOWE WZGÓRZE,"3 Brygady Szczerbca 2Ai5, 80-041 Gdańsk",2261011
przedszkole,NIEPUBLICZNE PRZEDSZKOLE DOMEK PRZEDSZKOLAKA MONTESSORI W GDAŃSKU,"Jaśkowa Dolina 15, 80-252 Gdańsk",2261011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 10 W BIAŁYMSTOKU,"Aleja Józefa Piłsudskiego 34, 15-446 Białystok",2061011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 14 Z POLSKIM I BIAŁORUSKIM JĘZYKIEM NAUCZANIA W BIAŁYMSTOKU,"Aleja Józefa Piłsudskiego 20/4, 15-446 Białystok",2061011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 20 W BIAŁYMSTOKU,"Sowlańska 40, 15-560 Białystok",2061011
przedszkole,"PRZEDSZKOLE SAMORZĄDOWE NR 21 ""NA BOJARACH"" W BIAŁYMSTOKU","Stanisława Staszica 16/18, 15-071 Białystok",2061011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 22 W BIAŁYMSTOKU,"Łąkowa 17, 15-017 Białystok",2061011
przedszkole,ZESPÓŁ SZKÓŁ PUBLICZNYCH W ZAGŁOBIE PRZEDSZKOLE,"Zagłoba 21, 24-313 Zagłoba",0612072
przedszkole,PUBLICZNE PRZEDSZKOLE SEZAMKOWO,"Przełajowa 5, 94-045 Łódź-Polesie",1061049
przedszkole,GMINNE PRZEDSZKOLE W SŁODKOWIE,"Słodków 21, 62-700 Słodków",3027082
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""MISTRZOWIE ZABAWY""","Budowlana 12, 39-300 Mielec",1811011
przedszkole,PRZEDSZKOLE NIEPUBLICZNE SIÓSTR KARMELITANEK DZIECIĄTKA JEZUS,"Dębicka 2, 39-300 Mielec",1811011
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""MALI ODKRYWCY""","Dworcowa 4, 39-300 Mielec",1811011
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE ""BAJKOWE PRZEDSZKOLE""","Metalowców 19, 39-300 Mielec",1811011
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE DWUJĘZYCZNE ""SZCZĘŚLIWE DZIECKO"" W MIELCU","Kardynała Wyszyńskiego 4a, 39-300 Mielec",1811011
przedszkole,PRZEDSZKOLE PUBLICZNE W ŻABOWIE,"Żabów 70, 74-200 Żabów",3212055
przedszkole,PRZEDSZKOLE PUBLICZNE NR 3 Z ODDZIAŁEM INTEGRACYJNYM W PYRZYCACH,"Gabriela Narutowicza 5, 74-200 Pyrzyce",3212054
przedszkole,PRZEDSZKOLE PUBLICZNE NR 4 W PYRZYCACH,"Zabytkowa 50, 74-200 Pyrzyce",3212054
przedszkole,PRZEDSZKOLE PUBLICZNE W BRZEZINIE,"Brzezin 38, 74-200 Brzezin",3212055
przedszkole,NIEPUBLICZNE PRZEDSZKOLE Z ODDZIAŁAMI INTEGRACYJNYMI PROMYCZEK W PYRZYCACH,"Stargardzka 34a, 74-200 Pyrzyce",3212054
przedszkole,SAMORZĄDOWE PRZEDSZKOLE NR 1 W BYCHAWIE,"Partyzantów 5, 23-100 Bychawa",0609034
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE SPECJALNE ""PUCHATEK"" W NOWIELINIE","Nowielin 40, 74-230 Nowielin",3212055
przedszkole,NIEPUBLICZNE PRZEDSZKOLE W PIETRZYKOWIE,"Pietrzyków 49, 62-310 Pietrzyków",3030045
przedszkole,PRZEDSZKOLE ZGROMADZENIA SŁUŻEBNIC NAJŚWIĘTSZEGO SERCA JEZUSOWEGO,"Plac gen. Władysława Sikorskiego 12, 31-115 Kraków-Śródmieście",1261059
przedszkole,NIEPUBLICZNE PRZEDSZKOLE ZGROMADZENIA SIÓSTR NAJŚWIĘTSZEJ DUSZY CHRYSTUSA PANA,"Piaszczysta 8, 31-226 Kraków-Krowodrza",1261029
przedszkole,PRZEDSZKOLE PUBLICZNE NR 42 ZGROMADZENIA SIÓSTR URSZULANEK UNII RZYMSKIEJ,"Starowiślna 3, 31-038 Kraków-Śródmieście",1261059
przedszkole,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY PRZEDSZKOLE GMINNE W GŁÓWCZYCACH,"Na Wzgórzu 16, 76-220 Główczyce",2212042
przedszkole,"PRZEDSZKOLE NR 1 ""CHATKA PUCHATKA"" W WOŁOWIE","Marszałka Józefa Piłsudskiego 7, 56-100 Wołów",0222034
przedszkole,"PRZEDSZKOLE NR 2 ""SŁONECZKO"" W WOŁOWIE","Inwalidów Wojennych 15, 56-100 Wołów",0222034
przedszkole,PRZEDSZKOLE NR 3 W LUBIĄŻU,"Michała Leopolda Willmanna 4, 56-100 Lubiąż",0222035
przedszkole,NIEPUBLICZNE PRZEDSZKOLE W ŁUGACH WIELKICH,"Ługi Wielkie 39, 08-106 Ługi Wielkie",1426132
przedszkole,"PRZEDSZKOLE SAMORZĄDOWE NR 23 ""BAŚNIOWE"" W BIAŁYMSTOKU","Marii Konopnickiej 1, 15-215 Białystok",2061011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 25 „KRAINA UŚMIECHU” W BIAŁYMSTOKU ZESPOŁU PRZEDSZKOLI NR 4 W BIAŁYMSTOKU,"Jerzego Waszyngtona 4, 15-274 Białystok",2061011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 26 INTEGRACYJNE IM. JOANNY STRZAŁKOWSKIEJ-KUCZYŃSKIEJ W BIAŁYMSTOKU,"Ciepła 19, 15-472 Białystok",2061011
przedszkole,SAMORZĄDOWE PRZEDZKOLE W POLANCE WIELKIEJ,"Długa 14, 32-607 Polanka Wielka",1213072
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 27 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W BIAŁYMSTOKU,"Aleja Józefa Piłsudskiego 8A, 15-445 Białystok",2061011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 28 W BIAŁYMSTOKU ZESPOŁU PRZEDSZKOLI NR 3 W BIAŁYMSTOKU,"Wierzbowa 21A, 15-743 Białystok",2061011
przedszkole,"PRZEDSZKOLE SAMORZĄDOWE NR 29 „FANTAZJA"" W BIAŁYMSTOKU ZESPOŁU PRZEDSZKOLI NR 3 W BIAŁYMSTOKU","Władysława Broniewskiego 25, 15-748 Białystok",2061011
przedszkole,PRZEDSZKOLE SAMORZĄDOWE NR 30 IM. ŚWIĘTEGO JANA PAWŁA II „RADOSNE” W BIAŁYMSTOKU,"Piastowska 1A, 15-207 Białystok",2061011
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""ADAŚ""","Tadeusza Kościuszki 17, 56-100 Wołów",0222034
przedszkole,"PRZEDSZKOLE ""RAINBOW""","Gabrieli Zapolskiej 10c, 30-126 Kraków-Krowodrza",1261029
przedszkole,"PRZEDSZKOLE MUZYCZNE ""SCHERZO""","Grzegorza Korzeniaka 14, 30-298 Kraków-Krowodrza",1261029
przedszkole,"PRYWATNE PRZEDSZKOLE MONTESSORI ""SAMODZIELNY MALUCH""","Aliny 9, 31-417 Kraków-Śródmieście",1261059
przedszkole,"PRYWATNE PRZEDSZKOLE ""UŚMIECH""","Wenecja 6, 31-117 Kraków-Śródmieście",1261059
przedszkole,PRZEDSZKOLE NIEPUBLICZNE POD MUCHOMORKIEM,"Saperów 8, 05-091 Ząbki",1434031
przedszkole,PRZEDSZKOLE NR 40 ZGROMADZENIA CÓREK BOŻEJ MIŁOŚCI IM. JANA PAWŁA II,"Pędzichów 16, 31-152 Kraków-Śródmieście",1261059
przedszkole,PRZEDSZKOLE NR 26 IM. ŚW. FRANCISZKA Z ASYŻU ZGROMADZENIA SIÓSTR SERAFITEK W KRAKOWIE,"Żwirki i Wigury 3, 31-465 Kraków-Śródmieście",1261059
przedszkole,PRYWATNE PRZEDSZKOLE ŚW. FRANCISZKA,"Sosnowiecka 12, 31-345 Kraków-Krowodrza",1261029
przedszkole,PRZEDSZKOLE NR 17 SIÓSTR SŁUŻEBNICZEK,"Kazimierza Kordylewskiego 14, 31-542 Kraków-Śródmieście",1261059
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE KATOLICKIE ""MALI ARTYŚCI""","Zmartwychwstania Pańskiego 2A, 30-648 Kraków-Podgórze",1261049
przedszkole,NIEPUBLICZNE PRZEDSZKOLE MONTESSORI W KRAKOWIE ODKRYWCY ŚWIATA,"Franciszka Bujaka 8, 30-611 Kraków-Podgórze",1261049
przedszkole,PRZEDSZKOLE PARAFII MIŁOSIERDZIA BOŻEGO NR 188 W KRAKOWIE,"Osiedle Na Wzgórzach 1A, 31-721 Kraków-Nowa Huta",1261039
przedszkole,ŹRÓDŁO - PRZEDSZKOLE FUNDACJI STERNIK - KRAKÓW,"Zygmuntowska 12a, 31-314 Kraków-Krowodrza",1261029
przedszkole,PRZEDSZKOLE W ZESPOLE SZKÓŁ IM. WŁADYSŁAWA JAGIEŁŁY W KURZĘTNIKU,"Grunwaldzka 37, 13-306 Kurzętnik",2812042
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""SŁONECZKO""","Koszary 61, 22-400 Zamość",0664011
przedszkole,PRZEDSZKOLE PUBLICZNE W POWIERCIU,"Powiercie 3, 62-600 Powiercie",3009072
przedszkole,NIEPUBLICZNE PRZEDSZKOLE „SMERF” W GÓRACH WYSOKICH,"Góry Wysokie 61, 27-620 Góry Wysokie",2609022
przedszkole,PRZEDSZKOLE PUBLICZNE NR 9 W ZGORZELCU,"Powstańców Śląskich 62, 59-900 Zgorzelec",0225021
przedszkole,PRZEDSZKOLE NR 1 W GRYFICACH,"Sportowa 19, 72-300 Gryfice",3205024
przedszkole,PUBLICZNE PRZEDSZKOLE W BODZANOWICACH,"Szkolna 1, 46-312 Bodzanowice",1608035
przedszkole,PUBLICZNE PRZEDSZKOLE W BORKACH MAŁYCH,"Szkolna 1, 46-300 Borki Małe",1608035
przedszkole,PUBLICZNE PRZEDSZKOLE W BORKACH WIELKICH,"Młyńska 8, 46-300 Borki Wielkie",1608035
przedszkole,PUBLICZNE PRZEDSZKOLE W SOWCZYCACH,"Długa 10, 46-300 Sowczyce",1608035
przedszkole,PUBLICZNE PRZEDSZKOLE W ŁOWOSZOWIE,"Opolska 64, 46-300 Łowoszów",1608035
przedszkole,PUBLICZNE PRZEDSZKOLE W WACHOWIE,"Polna 17, 46-300 Wachów",1608035
przedszkole,PUBLICZNE PRZEDSZKOLE W WOJCIECHOWIE,"Okrzei 1, 46-300 Wojciechów",1608035
przedszkole,PUBLICZNE PRZEDSZKOLE W WYSOKIEJ,"Wysoka 53, 46-300 Wysoka",1608035
przedszkole,PUBLICZNE PRZEDSZKOLE NR 3 Z ODDZIAŁEM INTEGRACYJNYM W OLEŚNIE BAJKOWA TRÓJECZKA,"Sądowa 5, 46-300 Olesno",1608034
przedszkole,PUBLICZNE PRZEDSZKOLE NR 4 W OLEŚNIE,"Ignacego Krasickiego 3, 46-300 Olesno",1608034
przedszkole,PRZEDSZKOLE SAMORZĄDOWE W JAWORNIKU,"Świętego Floriana 18, 32-400 Jawornik",1209035
przedszkole,PUBLICZNE PRZEDSZKOLE W CZEKANOWIE,"Szkolna 6, 63-410 Czekanów",3017042
przedszkole,PUBLICZNE PRZEDSZKOLE W BOROWCU,"Borowiec 16, 63-450 Borowiec",3017042
przedszkole,PUBLICZNE PRZEDSZKOLE W DANISZYNIE,"Daniszyn 127b, 63-410 Daniszyn",3017042
przedszkole,PUBLICZNE PRZEDSZKOLE W GORZYCACH WIELKICH,"Szkolna 31b, 63-410 Gorzyce Wielkie",3017042
przedszkole,PUBLICZNE PRZEDSZKOLE W LAMKACH,"Szkolna 47, 63-400 Lamki",3017042
przedszkole,PUBLICZNE PRZEDSZKOLE W SOBÓTCE,"Sobótka 77, 63-450 Sobótka",3017042
przedszkole,PRZEDSZKOLE NIEPUBLICZNE IM. KS. BRONISŁAWA MARKIEWICZA,"Wręczycka 56, 42-202 Częstochowa",2464011
przedszkole,PRZEDSZKOLE PUBLICZNE NR 8 Z ODDZIAŁAMI INTEGRACYJNYMI W ZGORZELCU,"św. Jana 21A, 59-900 Zgorzelec",0225021
przedszkole,PRZEDSZKOLE PUBLICZNE W KRZESZOWIE,"Betlejemska 1A, 58-400 Krzeszów",0207022
przedszkole,PRZEDSZKOLE PUBLICZNE NR 1W KAMIEŃCU ZĄBKOWICKIM,"Złotostocka 23, 57-230 Kamieniec Ząbkowicki",0224034
przedszkole,"SPECJALNY OŚRODEK SZKOLNO-WYCHOWAWCZY NR 1 IM. MARII KONOPNICKIEJ W OTWOCKU PRZEDSZKOLE SPECJALNE NR 1 DLA DZIECI Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ W STOPNIU UMIARKOWANYM LUB ZNACZNYM, Z AUTYZMEM, W TYM Z ZESPOŁEM ASPERGERA ORAZ DLA DZIECI Z NIEP...","Majowa 17/19, 05-400 Otwock",1417021
przedszkole,"PRZEDSZKOLE SPECJALNE NR 2 DLA DZIECI NIESŁYSZĄCYCH, SŁABOSŁYSZĄCYCH, Z NIEPEŁNOSPRAWNOŚCIĄ RUCHOWĄ, Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ W STOPNIU UMIARKOWANYM LUB ZNACZNYM, Z AUTYZMEM, W TYM Z ZESPOŁEM ASPERGERA ORAZ Z NIEPEŁNOSPRAWNOŚCIAMI SPRZĘŻO","Literacka 8, 05-400 Otwock",1417021
przedszkole,"NIEPUBLICZNE PRZEDSZKOLE ""BAJKOLANDIA"" Z ODDZIAŁAMI INTEGRACYJNYMI","Myśliwska 8-10, 43-100 Tychy",2477011
przedszkole,"PRZEDSZKOLE NIEPUBLICZNE""KRAINA MARZEŃ ""JUSTYNA HUTOR","Swarzynice 54, 66-133 Swarzynice",0809082
